Date,Dernier,Ouv.,Plus Haut,Plus Bas,Vol.,Variation %
2021-11-18,57014.0,60386.1,60945.0,56559.0,11540.0,-5.58
2021-11-17,60386.1,60124.0,60847.0,58427.0,6720.0,0.44
2021-11-16,60124.0,63562.0,63562.0,58708.0,13070.0,-5.41
2021-11-15,63562.0,65471.0,66320.0,63383.3,5270.0,-2.92
2021-11-14,65471.0,64406.0,65471.0,63589.0,2190.0,1.65
2021-11-13,64406.0,64137.0,64968.2,63405.0,1870.0,0.39
2021-11-12,64156.0,64801.0,65412.0,62310.0,5120.0,-1.0
2021-11-11,64801.0,64954.0,65541.0,64089.0,2860.0,-0.24
2021-11-10,64954.0,66935.0,68925.0,63123.0,12230.0,-2.96
2021-11-09,66935.0,67526.0,68429.0,66343.0,6460.0,-0.88
2021-11-08,67526.0,63259.1,67665.0,63259.1,8980.0,6.75
2021-11-07,63259.1,61495.0,63279.0,61400.0,3230.0,2.87
2021-11-06,61496.0,61016.4,61583.0,60100.0,2930.0,0.79
2021-11-05,61016.4,61422.8,62598.0,60746.3,2260.0,-0.66
2021-11-04,61422.8,62904.0,63060.2,60733.0,2930.0,-2.35
2021-11-03,62904.0,63249.0,63556.0,60624.0,4760.0,-0.55
2021-11-02,63249.0,60927.0,64263.4,60661.0,5200.0,3.81
2021-11-01,60927.0,61330.0,62485.0,59595.6,4810.0,-0.66
2021-10-31,61330.0,61838.8,62414.0,60021.0,2420.0,-0.82
2021-10-30,61838.8,62235.0,62353.0,60756.0,2240.0,-0.64
2021-10-29,62235.0,60598.0,62980.0,60189.5,3920.0,2.7
2021-10-28,60598.0,58453.0,62395.0,57612.0,8070.0,3.67
2021-10-27,58453.0,60289.0,61447.7,58096.4,7140.0,-3.05
2021-10-26,60290.0,63100.0,63306.0,59852.0,4750.0,-4.45
2021-10-25,63100.0,60847.0,63666.0,60633.0,3710.0,3.7
2021-10-24,60847.0,61302.0,61471.0,59537.0,2880.0,-0.74
2021-10-23,61302.0,60708.0,61731.0,59762.0,2710.0,0.98
2021-10-22,60708.0,62200.0,63708.0,60045.0,6350.0,-2.4
2021-10-21,66122.0,65988.0,66199.0,64110.0,14200.0,0.2
2021-10-20,65988.0,64263.0,66927.0,63536.0,9260.0,2.73
2021-10-19,64237.0,62034.0,64418.0,61441.1,9150.0,3.55
2021-10-18,62034.0,61504.0,62661.0,59948.0,8560.0,0.85
2021-10-17,61511.0,60867.5,61652.0,59073.0,5140.0,1.06
2021-10-16,61581.0,61680.0,62325.0,61100.7,8850.0,-0.21
2021-10-15,61709.0,57354.0,62897.0,56889.0,11880.0,7.59
2021-10-14,57354.0,57381.0,58473.0,56880.0,4590.0,-0.05
2021-10-13,57381.0,55967.0,57758.0,54310.0,3090.0,2.53
2021-10-12,55967.0,57468.0,57633.0,54000.0,5940.0,-2.61
2021-10-11,57468.0,54701.0,57802.5,54430.0,7510.0,5.06
2021-10-10,54701.0,54978.0,56414.0,54173.0,5840.0,-0.5
2021-10-09,54978.0,53925.0,55443.7,53711.0,2440.0,1.95
2021-10-08,53925.0,53793.0,56000.0,53649.0,5480.0,0.25
2021-10-07,54700.0,55331.0,55339.0,54167.0,11050.0,-1.14
2021-10-06,55331.0,51508.0,55724.0,50448.0,10520.0,7.42
2021-10-05,51508.0,49232.0,51891.1,49065.0,6680.0,4.58
2021-10-04,49252.0,48243.0,49503.0,46951.0,6190.0,2.09
2021-10-03,48243.0,47675.0,49187.0,47124.0,3600.0,1.19
2021-10-02,47675.0,48151.0,48330.0,47459.0,2060.0,-1.0
2021-10-01,48157.0,43830.0,48454.0,43311.0,8320.0,9.87
2021-09-30,43830.0,41551.0,44107.0,41432.0,5110.0,5.48
2021-09-29,41551.0,41064.0,42591.0,40811.0,4390.0,1.19
2021-09-28,41064.0,42191.0,42777.0,40928.0,6160.0,-2.67
2021-09-27,42191.0,43220.5,44354.0,42144.0,4260.0,-2.29
2021-09-26,43180.0,42711.0,43931.0,40830.0,5470.0,1.1
2021-09-25,42711.0,42854.0,42977.0,41731.0,2960.0,-0.39
2021-09-24,42878.0,44882.0,45140.0,40779.0,11760.0,-4.47
2021-09-23,44882.0,43582.6,44986.0,43121.0,5290.0,2.98
2021-09-22,43582.6,40632.5,43998.0,40607.0,8430.0,7.18
2021-09-21,40664.0,43002.0,43622.3,39678.0,14960.0,-5.44
2021-09-20,43002.0,47239.0,47323.0,42577.0,12630.0,-8.97
2021-09-19,47239.0,48309.0,48370.0,46837.0,2280.0,-2.21
2021-09-18,48309.0,47296.0,48794.0,47070.0,2050.0,2.15
2021-09-17,47292.0,47786.0,48183.0,46782.0,2490.0,-1.03
2021-09-16,47786.0,48136.0,48518.0,47080.0,3610.0,-0.73
2021-09-15,48136.0,47078.0,48440.0,46738.0,3980.0,2.25
2021-09-14,47078.0,44960.0,47235.0,44726.0,3520.0,4.71
2021-09-13,44960.0,46069.0,46823.0,43514.0,8770.0,-2.41
2021-09-12,46069.0,45169.0,46391.0,44780.1,3390.0,1.99
2021-09-11,45169.0,44852.0,45990.0,44750.0,2540.0,0.71
2021-09-10,44852.0,46389.0,47036.0,44265.1,5180.0,-3.31
2021-09-09,46389.0,46088.0,47397.0,45591.0,3850.0,0.65
2021-09-08,46088.0,46778.0,47342.4,44509.9,7550.0,-1.48
2021-09-07,46778.0,52676.0,52888.0,43347.0,16700.0,-11.2
2021-09-06,52676.0,51762.0,52709.0,51062.0,4840.0,1.77
2021-09-05,51762.0,49899.0,51900.0,49500.0,5540.0,3.73
2021-09-04,49899.0,50000.0,50529.0,49418.0,2370.0,-0.2
2021-09-03,50000.0,49291.0,51032.0,48362.0,7330.0,1.44
2021-09-02,49291.0,48844.0,50365.0,48633.0,4950.0,0.92
2021-09-01,48844.0,47157.0,49102.0,46600.0,5710.0,3.58
2021-08-31,47157.0,47008.0,48241.0,46725.0,4300.0,0.32
2021-08-30,47008.0,48800.0,48915.7,46904.0,4120.0,-3.67
2021-08-29,48800.0,48914.0,49650.0,47844.0,4050.0,-0.23
2021-08-28,48914.0,49076.1,49310.0,48400.0,2300.0,-0.33
2021-08-27,49076.1,46832.0,49159.0,46364.9,5800.0,4.79
2021-08-26,46832.0,48989.0,49385.0,46370.7,6480.0,-4.4
2021-08-25,48989.0,47714.0,49244.0,47158.0,4120.0,2.67
2021-08-24,47714.0,49539.0,49857.0,47604.0,4770.0,-3.68
2021-08-23,49539.0,49264.0,50506.3,49055.0,5420.0,0.56
2021-08-22,49264.0,48868.0,49487.0,48121.0,2750.0,0.81
2021-08-21,48868.0,49332.0,49784.0,48290.0,3920.0,-0.94
2021-08-20,49332.0,46765.0,49362.0,46660.0,6040.0,5.49
2021-08-19,46765.0,44744.0,47060.0,43992.0,5970.0,4.52
2021-08-18,44744.0,44698.0,46007.8,44290.0,5820.0,0.1
2021-08-17,44698.0,45940.0,47157.0,44467.0,6930.0,-2.7
2021-08-16,45940.0,47031.0,48059.0,45689.0,6060.0,-2.32
2021-08-15,47031.0,47084.0,47355.0,45556.0,3830.0,-0.11
2021-08-14,47084.0,47842.0,48120.0,46036.0,4350.0,-1.58
2021-08-13,47842.0,44423.0,47866.0,44276.0,7390.0,7.7
2021-08-12,44423.0,45546.0,46185.0,43789.0,5640.0,-2.47
2021-08-11,45546.0,45612.0,46725.0,45358.0,4320.0,-0.14
2021-08-10,45612.0,46291.0,46674.0,44644.0,6370.0,-1.47
2021-08-09,46293.0,43770.0,46432.2,42792.0,10720.0,5.76
2021-08-08,43770.0,44589.0,45249.0,43300.0,8160.0,-1.84
2021-08-07,44589.0,42830.0,44689.2,42464.0,9320.0,4.11
2021-08-06,42830.0,40887.0,43294.0,39933.0,6460.0,4.75
2021-08-05,40887.0,39741.0,41352.0,37361.0,6430.0,2.85
2021-08-04,39754.0,38219.0,39965.0,37564.0,3670.0,4.05
2021-08-03,38207.0,39156.0,39774.0,37700.0,5080.0,-2.42
2021-08-02,39156.0,39922.0,40441.0,38716.0,4620.0,-1.92
2021-08-01,39922.0,41409.0,42532.0,39596.0,9110.0,-3.59
2021-07-31,41409.0,42169.0,42317.0,41051.0,5070.0,-1.8
2021-07-30,42169.0,40034.4,42244.0,38373.0,7770.0,5.31
2021-07-29,40041.0,40004.0,40623.0,39282.0,4070.0000000000005,0.09
2021-07-28,40004.0,39563.0,40899.0,38822.0,7980.0,1.11
2021-07-27,39563.0,37296.0,39563.0,36436.0,6040.0,6.08
2021-07-26,37296.0,35422.0,40515.6,35276.0,16309.999999999998,5.34
2021-07-25,35407.0,34620.0,35430.0,33906.0,2780.0,4.62
2021-07-24,33845.0,33597.1,34043.0,33422.0,3340.0,0.74
2021-07-23,33597.1,32320.0,33625.3,32020.0,3970.0,3.95
2021-07-22,32320.0,32141.0,32609.7,31747.0,5230.0,0.56
2021-07-21,32141.0,29806.1,32804.0,29545.0,8250.0,7.83
2021-07-20,29806.1,30847.0,31075.0,29341.0,8880.0,-3.37
2021-07-19,30847.0,31824.0,31924.0,30514.0,12800.0,-3.07
2021-07-18,31824.0,31559.0,32427.0,31211.8,12410.0,0.84
2021-07-17,31559.0,31427.0,31975.0,31224.0,13710.0,0.41
2021-07-16,31429.0,31875.0,32266.0,31055.0,5380.0,-1.34
2021-07-15,31857.0,32822.6,33194.0,31170.0,6960.0,-2.94
2021-07-14,32822.6,32727.0,33117.0,31596.0,5190.0,0.29
2021-07-13,32727.0,33090.0,33333.0,32210.0,4019.9999999999995,-1.1
2021-07-12,33090.0,34239.0,34624.0,32616.0,8410.0,-3.36
2021-07-11,34239.0,33506.0,34584.0,33317.0,2150.0,2.19
2021-07-10,33506.0,33769.0,34221.0,33024.0,6460.0,-0.78
2021-07-09,33769.0,32873.9,34044.0,32574.0,6660.0,2.72
2021-07-08,32873.9,33886.0,33939.0,32063.0,14290.0,-2.99
2021-07-07,33886.0,34256.0,35076.0,33826.0,3510.0,-0.74
2021-07-06,34140.0,33668.0,34858.8,33668.0,8810.0,1.4
2021-07-05,33668.0,35289.0,35289.0,33479.2,7720.0,-4.59
2021-07-04,35289.0,35494.0,35782.0,35289.0,2930.0,1.53
2021-07-03,34758.0,33816.0,34762.0,33561.6,2890.0,2.79
2021-07-02,33816.0,33554.4,33924.0,32727.0,5150.0,0.78
2021-07-01,33554.4,35043.5,35043.5,32821.0,5820.0,-4.25
2021-06-30,35043.5,35895.9,35981.0,34754.0,3450.0,-2.37
2021-06-29,35895.9,34484.0,36411.0,34316.7,5510.0,4.09
2021-06-28,34484.0,34717.0,35168.0,34152.0,6180.0,-0.67
2021-06-27,34717.0,32359.0,34717.0,32359.0,28710.0,7.29
2021-06-26,32359.0,31584.7,32359.0,30331.0,20530.0,2.45
2021-06-25,31584.0,34656.6,34915.0,31584.0,37670.0,-8.87
2021-06-24,34656.6,33703.0,35137.2,32530.0,4860.0,2.83
2021-06-23,33703.0,32553.0,34196.0,32553.0,9140.0,3.53
2021-06-22,32553.0,31761.0,33300.0,29927.0,26870.0,2.49
2021-06-21,31761.0,35631.0,35631.0,31475.0,23450.0,-10.86
2021-06-20,35631.0,35585.8,35966.0,33725.0,16930.0,0.13
2021-06-19,35585.8,35802.0,36236.0,35460.0,11570.0,-0.6
2021-06-18,35802.0,38061.0,38061.0,35490.0,11420.0,-5.94
2021-06-17,38061.0,38332.0,39324.0,37733.7,3540.0,-0.71
2021-06-16,38332.0,40139.0,40394.0,38332.0,6790.0,-4.5
2021-06-15,40139.0,40509.0,40708.8,39726.0,7780.0,-0.89
2021-06-14,40500.0,39004.0,40732.0,38812.0,9730.0,3.84
2021-06-13,39004.0,35531.0,39021.1,34984.0,8990.0,9.77
2021-06-12,35531.0,37338.0,37338.0,35185.0,7380.0,-4.84
2021-06-11,37338.0,36649.2,37427.0,36342.0,6420.0,1.88
2021-06-10,36649.2,37347.0,37933.0,36559.0,9570.0,-1.87
2021-06-09,37347.0,33415.0,37490.0,32673.0,26970.0,11.77
2021-06-08,33415.0,33596.0,33744.8,31547.6,12920.0,-0.54
2021-06-07,33596.0,35782.0,36613.3,33596.0,9970.0,-6.11
2021-06-06,35782.0,35543.0,36238.0,35496.0,6510.0,0.67
2021-06-05,35543.0,36844.0,37690.3,35296.0,6590.0,-3.56
2021-06-04,36854.0,39209.0,39209.0,36532.0,5930.0,-6.01
2021-06-03,39209.0,37590.0,39209.0,37371.0,5750.0,4.31
2021-06-02,37590.0,36672.6,38053.0,36192.3,3970.0,2.5
2021-06-01,36672.6,37305.0,37624.8,35928.0,5290.0,-1.7
2021-05-31,37305.0,35615.0,37305.0,34527.0,5980.0,4.75
2021-05-30,35615.0,34570.0,36138.0,33680.0,6020.0,3.02
2021-05-29,34570.0,35667.0,36910.5,33681.0,7760.0,-3.08
2021-05-28,35667.0,38484.7,38484.7,35028.0,10220.0,-7.2
2021-05-27,38435.0,39301.0,40120.0,37381.0,5550.0,-2.2
2021-05-26,39301.0,38363.0,40497.8,38020.2,8610.0,2.45
2021-05-25,38363.0,38772.9,39761.0,36760.5,7770.0,-1.06
2021-05-24,38772.9,34730.3,39201.0,34730.3,15130.0,11.64
2021-05-23,34730.3,37585.0,38186.0,32623.0,25990.0,-7.6
2021-05-22,37585.0,37415.0,38662.0,36150.0,13560.0,0.45
2021-05-21,37415.0,40550.1,41500.0,35188.0,23310.0,-7.79
2021-05-20,40578.0,36755.0,41827.0,35198.4,25600.0,10.4
2021-05-19,36755.0,42935.0,42935.0,35303.4,67820.0,-14.39
2021-05-18,42935.0,43544.0,45474.0,42611.8,10720.0,-1.4
2021-05-17,43544.0,46569.0,46569.0,42304.0,37720.0,-6.52
2021-05-16,46582.9,46784.9,49460.0,45340.0,19060.0,-0.43
2021-05-15,46784.9,49917.0,50526.2,46784.9,9490.0,-6.27
2021-05-14,49917.0,49747.0,51168.0,49289.0,6050.0,0.34
2021-05-13,49747.0,49725.0,51154.0,48120.6,21160.0,0.04
2021-05-12,49725.0,56715.0,57688.0,49725.0,14960.0,-12.32
2021-05-11,56715.0,55851.0,56724.0,54789.0,7690.0,1.55
2021-05-10,55851.0,58276.0,59454.3,55448.0,13490.0,-4.16
2021-05-09,58276.0,58894.0,58956.5,56977.0,8480.0,-1.05
2021-05-08,58894.0,57349.0,59327.0,57317.0,7610.0,2.69
2021-05-07,57349.0,56451.0,58101.0,55606.0,6930.0,1.59
2021-05-06,56451.0,57487.0,57843.0,55897.0,10440.0,-1.79
2021-05-05,57477.0,52960.0,57477.0,52960.0,7660.0,7.91
2021-05-04,53264.0,57147.0,57147.0,53264.0,10030.0,-6.79
2021-05-03,57147.0,56605.0,58686.0,56605.0,7630.0,0.96
2021-05-02,56605.0,57774.0,57774.0,56385.0,4200.0,-2.02
2021-05-01,57774.0,57634.7,58265.0,57259.0,4320.0,0.24
2021-04-30,57637.0,53566.0,57637.0,53339.0,7860.0,7.6
2021-04-29,53566.0,54860.0,54860.0,52631.0,7080.0,-2.36
2021-04-28,54860.0,55044.0,55575.0,54090.0,5760.0,-0.33
2021-04-27,55044.0,54103.0,55215.0,53660.0,7240.0,1.74
2021-04-26,54103.0,49129.0,54214.0,49129.0,11010.0,10.15
2021-04-25,49116.3,50167.0,50539.0,48409.8,9600.0,-2.09
2021-04-24,50167.0,51139.0,51139.0,49572.0,5980.0,-1.9
2021-04-23,51139.0,51781.3,51781.3,48719.6,17250.0,-1.24
2021-04-22,51781.3,53822.0,55067.0,51781.3,12690.0,-3.79
2021-04-21,53822.0,56476.0,56476.0,53822.0,7100.0,-4.7
2021-04-20,56476.0,55639.0,56950.0,54398.0,8390.0,1.5
2021-04-19,55639.0,56173.0,57359.0,54912.8,8570.0,-0.93
2021-04-18,56163.0,59970.0,60223.0,54416.8,26330.0,-6.35
2021-04-17,59970.0,61325.0,62367.7,59970.0,7020.0,-2.21
2021-04-16,61325.0,63196.0,63453.0,60286.0,11540.0,-2.96
2021-04-15,63196.0,62907.0,63475.0,62348.0,6610.0,0.4
2021-04-14,62942.7,63518.0,64374.0,62065.0,10930.0,-0.91
2021-04-13,63518.0,59900.0,63518.0,59900.0,11260.0,6.04
2021-04-12,59900.0,60034.8,60701.0,59747.0,5500.0,-0.22
2021-04-11,60034.8,59823.8,60486.0,59411.0,4650.0,0.35
2021-04-10,59823.8,58114.0,60984.0,58114.0,9790.0,2.94
2021-04-09,58114.0,58110.0,58683.0,57849.0,3750.0,0.01
2021-04-08,58110.0,55960.0,58110.0,55960.0,4480.0,3.84
2021-04-07,55960.0,57991.0,58490.0,55960.0,8850.0,-3.5
2021-04-06,57991.0,59145.0,59200.0,57603.0,5620.0,-1.95
2021-04-05,59145.0,58240.0,59145.0,57034.0,5590.0,1.55
2021-04-04,58240.0,57023.0,58240.0,57023.0,4970.0,2.13
2021-04-03,57023.0,58959.0,59499.0,57023.0,6630.0,-3.28
2021-04-02,58959.0,58727.4,59834.0,58727.4,6150.0,0.39
2021-04-01,58727.4,58796.0,59172.9,58498.0,4350.0,-0.12
2021-03-31,58796.0,58841.0,59453.0,57698.0,8119.999999999999,-0.08
2021-03-30,58841.0,57672.3,59349.0,57278.0,7870.0,2.03
2021-03-29,57672.3,55773.0,58162.0,54984.0,10120.0,3.41
2021-03-28,55773.0,55886.0,56326.0,55089.0,4210.0,-0.2
2021-03-27,55886.0,54992.9,56249.0,54373.0,5180.0,1.62
2021-03-26,54992.9,51363.0,54992.9,51363.0,7710.0,7.07
2021-03-25,51363.0,52347.2,52926.0,50874.0,11590.0,-1.88
2021-03-24,52347.2,54331.0,56919.0,52347.2,14080.0,-3.65
2021-03-23,54331.0,54074.0,55646.9,53541.2,6570.0,0.48
2021-03-22,54074.0,57368.0,58036.0,54074.0,8720.0,-5.74
2021-03-21,57368.0,58087.0,58499.5,56200.0,8290.0,-1.24
2021-03-20,58087.0,58074.0,59421.0,58074.0,6780.0,0.02
2021-03-19,58074.0,57640.0,58961.0,57030.0,6480.0,0.75
2021-03-18,57640.0,58870.0,59799.0,57580.0,7240.0,-2.09
2021-03-17,58870.0,56924.0,58870.0,54576.0,11270.0,3.42
2021-03-16,56924.0,55644.0,56924.0,54049.0,10490.0,2.3
2021-03-15,55644.0,59005.0,60141.1,55644.0,14780.0,-5.7
2021-03-14,59005.0,61207.0,61468.0,59005.0,6640.0,-3.6
2021-03-13,61207.0,57315.0,61207.0,56488.0,13700.0,6.79
2021-03-12,57315.0,57869.0,57869.0,55946.0,9560.0,-0.96
2021-03-11,57869.0,55939.0,57921.0,54834.0,8660.0,3.42
2021-03-10,55955.2,54950.0,57033.0,53698.7,10680.0,1.83
2021-03-09,54949.4,52395.0,54949.4,52395.0,8200.0,4.88
2021-03-08,52395.0,51031.2,52395.0,49821.0,6150.0,2.67
2021-03-07,51031.2,48895.0,51031.2,48895.0,5370.0,4.37
2021-03-06,48895.0,48811.0,49043.1,47515.4,4210.0,0.17
2021-03-05,48811.0,48368.0,49277.0,46662.0,9420.0,0.92
2021-03-04,48368.0,50425.0,51556.0,48059.0,9560.0,-4.08
2021-03-03,50425.0,48526.0,52018.0,48526.0,8600.0,3.91
2021-03-02,48526.0,49572.0,49572.0,47453.6,8370.0,-2.11
2021-03-01,49572.0,45300.0,49572.0,45300.0,9420.0,9.43
2021-02-28,45300.0,46217.0,46360.5,43380.0,13540.0,-1.98
2021-02-27,46217.0,46319.0,47766.9,46217.0,7600.0,-0.22
2021-02-26,46319.0,47144.0,48250.0,45320.0,22330.0,-1.75
2021-02-25,47144.0,49715.0,51511.0,47144.0,9550.0,-5.17
2021-02-24,49715.0,48888.0,51043.0,47179.0,12000.0,1.69
2021-02-23,48888.0,54078.0,54078.0,45343.5,32590.000000000004,-9.6
2021-02-22,54078.0,57376.0,57376.0,48383.0,27310.0,-5.75
2021-02-21,57376.0,55838.0,58238.0,55639.0,6690.0,2.75
2021-02-20,55838.0,55847.0,57352.0,55182.0,11630.0,-0.02
2021-02-19,55847.0,51566.0,56093.0,51079.0,11800.0,8.3
2021-02-18,51566.0,52060.0,52433.0,51356.9,5870.0,-0.95
2021-02-17,52060.0,49225.0,52284.0,49225.0,9210.0,5.76
2021-02-16,49225.0,47941.0,49533.5,47643.0,13040.0,2.68
2021-02-15,47941.0,48587.0,48694.0,46563.0,9880.0,-1.33
2021-02-14,48587.0,47177.0,49279.0,47177.0,7340.0,2.99
2021-02-13,47177.0,47389.0,47939.0,46582.0,5230.0,-0.45
2021-02-12,47389.0,47966.0,48540.0,47072.0,10790.0,-1.2
2021-02-11,47966.0,44835.0,47981.0,44444.0,10300.0,6.98
2021-02-10,44835.0,46486.0,47056.0,44541.0,10020.0,-3.55
2021-02-09,46486.0,46440.0,48004.0,45882.0,15900.0,0.1
2021-02-08,46440.0,38841.0,46440.0,38250.0,24790.0,19.56
2021-02-07,38841.0,39257.0,39561.0,38061.0,7630.0,-1.06
2021-02-06,39257.0,38260.0,40780.0,38260.0,10180.0,2.61
2021-02-05,38260.0,36975.0,38260.0,36759.0,4480.0,3.48
2021-02-04,36975.0,37677.0,37998.0,36521.0,6420.0,-1.86
2021-02-03,37677.0,35563.0,37677.0,35563.0,8800.0,5.94
2021-02-02,35563.0,33559.0,35960.0,33559.0,7010.0,5.97
2021-02-01,33559.0,33141.0,34460.1,32595.0,5300.0,1.26
2021-01-31,33141.0,34334.0,34334.0,32270.0,5820.0,-3.47
2021-01-30,34334.0,34268.0,34791.0,33136.6,7290.0,0.16
2021-01-29,34280.7,33350.0,38056.0,32466.0,28640.0,2.85
2021-01-28,33331.0,30454.0,33418.0,30344.0,9170.0,9.45
2021-01-27,30454.0,32519.0,32519.0,29815.0,14770.0,-6.35
2021-01-26,32519.0,32268.1,32735.1,31434.0,8540.0,0.78
2021-01-25,32268.1,32298.0,34693.0,32268.1,9230.0,-0.09
2021-01-24,32298.0,32099.0,32830.0,31481.0,5890.0,0.62
2021-01-23,32099.0,33062.0,33062.0,31773.0,7070.0,-2.91
2021-01-22,33062.0,30852.0,33631.0,28991.0,15720.0,7.09
2021-01-21,30873.0,35522.0,35522.0,30609.0,22350.0,-13.09
2021-01-20,35521.1,35915.0,36263.0,33447.0,14140.0,-1.22
2021-01-19,35958.0,36699.0,37673.0,35958.0,9610.0,-2.02
2021-01-18,36699.0,35913.0,36906.0,35180.0,8410.0,2.22
2021-01-17,35903.0,36061.0,36570.0,33914.0,9850.0,-0.42
2021-01-16,36055.0,36741.0,37750.0,35809.0,10840.0,-1.87
2021-01-15,36741.0,39145.0,39476.0,35268.0,15550.0,-6.2
2021-01-14,39170.0,37374.0,39750.0,37193.0,12970.0,4.8
2021-01-13,37375.0,34106.0,37418.0,33160.0,14890.0,9.59
2021-01-12,34103.0,35448.0,35838.6,33616.0,22180.0,-3.87
2021-01-11,35476.0,38226.0,38226.0,31842.0,48040.0,-7.19
2021-01-10,38226.0,40171.0,41209.3,37436.0,19010.0,-4.84
2021-01-09,40171.0,40509.0,41046.0,38966.0,8170.0,-0.83
2021-01-08,40509.0,39407.0,41616.0,37723.0,21790.0,2.8
2021-01-07,39407.0,36755.0,39672.0,36755.0,22110.0,7.22
2021-01-06,36755.0,33986.0,36755.0,33901.0,18620.0,8.12
2021-01-05,33996.0,32020.0,33996.0,30979.1,14480.0,6.17
2021-01-04,32020.0,32971.0,33403.0,29178.0,24680.0,-2.88
2021-01-03,32971.0,32183.0,34253.0,32110.0,18910.0,2.44
2021-01-02,32185.0,29346.0,33168.0,29192.0,22010.0,9.67
2021-01-01,29346.0,28933.0,29498.0,28932.0,8330.0,1.43
2020-12-31,28933.0,28880.0,29133.0,28358.0,12220.0,0.18
2020-12-30,28880.0,27316.0,28892.0,27316.0,10510.0,5.73
2020-12-29,27315.0,27058.0,27315.0,25923.0,8920.0,0.95
2020-12-28,27058.0,26241.0,27308.0,26241.0,7600.0,3.11
2020-12-27,26241.0,26410.0,28051.1,26241.0,17960.0,-0.65
2020-12-26,26412.0,24717.0,26577.0,24566.0,13150.0,6.86
2020-12-25,24717.0,23743.0,24717.0,23491.0,13780.0,4.14
2020-12-24,23735.0,23234.0,23735.0,22860.0,4750.0,2.16
2020-12-23,23234.0,23805.0,23916.0,22917.0,12070.0,-2.4
2020-12-22,23805.0,22701.0,23805.0,22489.7,7410.0,4.86
2020-12-21,22701.0,23432.7,23901.0,22483.0,14180.0,-3.1
2020-12-20,23427.0,23804.0,24099.0,23331.7,9600.0,-1.58
2020-12-19,23804.0,23127.0,24058.0,22966.0,9670.0,2.93
2020-12-18,23127.0,22806.6,23142.0,22544.0,7280.0,1.41
2020-12-17,22806.6,21322.0,23492.0,21322.0,22870.0,6.96
2020-12-16,21322.0,19459.0,21322.0,19388.0,21070.0,9.57
2020-12-15,19459.0,19282.0,19548.0,19135.0,6930.0,0.92
2020-12-14,19281.0,19180.0,19281.0,19076.0,2530.0,0.53
2020-12-13,19180.0,18818.0,19338.1,18747.0,4830.0,1.96
2020-12-12,18810.6,18050.0,18821.0,18050.0,3680.0,4.21
2020-12-11,18050.0,18260.0,18260.0,17764.0,6570.0,-1.15
2020-12-10,18260.0,18560.0,18560.0,18155.0,3660.0,-1.62
2020-12-09,18560.0,18337.0,18630.0,17827.0,9770.0,1.23
2020-12-08,18335.0,19196.0,19299.0,18335.0,9620.0,-4.49
2020-12-07,19196.0,19410.0,19410.0,18959.4,2290.0,-1.1
2020-12-06,19410.0,19157.0,19410.0,19015.6,4330.0,1.32
2020-12-05,19157.0,18657.0,19157.0,18657.0,3660.0,2.68
2020-12-04,18657.0,19452.0,19452.0,18657.0,8650.0,-4.06
2020-12-03,19447.0,19241.0,19560.0,18999.4,5250.0,1.07
2020-12-02,19241.0,18807.0,19275.0,18538.0,7630.0,2.31
