Date,Ouv.
2013-12-29,710.7
2013-12-30,735.0
2013-12-31,731.5
2014-01-01,740.0
2014-01-02,746.2
2014-01-03,801.0
2014-01-04,806.5
2014-01-05,839.5
2014-01-06,910.0
2014-01-07,928.7
2014-01-08,781.0
2014-01-09,833.7
2014-01-10,833.0
2014-01-11,899.0
2014-01-12,892.0
2014-01-13,846.6
2014-01-14,827.8
2014-01-15,835.5
2014-01-16,847.1
2014-01-17,820.0
2014-01-18,810.0
2014-01-19,819.0
2014-01-20,831.0
2014-01-21,810.0
2014-01-22,807.0
2014-01-23,819.0
2014-01-24,800.0
2014-01-25,795.8
2014-01-26,804.2
2014-01-27,810.9
2014-01-28,779.8
2014-01-29,789.0
2014-01-30,794.4
2014-01-31,801.7
2014-02-01,801.9
2014-02-02,801.9
2014-02-03,806.8
2014-02-04,810.8
2014-02-05,807.0
2014-02-06,793.0
2014-02-07,750.3
2014-02-08,700.0
2014-02-09,702.6
2014-02-10,720.0
2014-02-11,739.0
2014-02-12,691.1
2014-02-13,671.9
2014-02-14,622.0
2014-02-15,652.9
2014-02-16,650.0
2014-02-17,626.0
2014-02-18,660.0
2014-02-19,634.2
2014-02-20,633.0
2014-02-21,565.2
2014-02-22,587.6
2014-02-23,597.7
2014-02-24,597.3
2014-02-25,554.0
2014-02-26,548.7
2014-02-27,592.5
2014-02-28,575.5
2014-03-01,565.0
2014-03-02,570.9
2014-03-03,571.5
2014-03-04,654.7
2014-03-05,658.0
2014-03-06,673.4
2014-03-07,663.0
2014-03-08,621.0
2014-03-09,610.5
2014-03-10,621.0
2014-03-11,615.0
2014-03-12,615.0
2014-03-13,633.5
2014-03-14,632.9
2014-03-15,636.9
2014-03-16,640.1
2014-03-17,635.0
2014-03-18,623.1
2014-03-19,622.9
2014-03-20,610.0
2014-03-21,581.0
2014-03-22,560.0
2014-03-23,570.3
2014-03-24,560.4
2014-03-25,586.6
2014-03-26,580.0
2014-03-27,582.4
2014-03-28,525.0
2014-03-29,506.2
2014-03-30,493.0
2014-03-31,478.6
2014-04-01,460.3
2014-04-02,479.2
2014-04-03,440.6
2014-04-04,441.5
2014-04-05,453.0
2014-04-06,463.3
2014-04-07,460.2
2014-04-08,454.5
2014-04-09,455.0
2014-04-10,440.2
2014-04-11,355.0
2014-04-12,417.8
2014-04-13,415.0
2014-04-14,403.1
2014-04-15,453.4
2014-04-16,510.0
2014-04-17,519.5
2014-04-18,499.4
2014-04-19,488.2
2014-04-20,510.0
2014-04-21,509.0
2014-04-22,499.5
2014-04-23,494.9
2014-04-24,486.0
2014-04-25,493.1
2014-04-26,467.4
2014-04-27,460.0
2014-04-28,434.0
2014-04-29,438.7
2014-04-30,446.0
2014-05-01,450.8
2014-05-02,459.0
2014-05-03,452.0
2014-05-04,439.5
2014-05-05,436.4
2014-05-06,426.5
2014-05-07,430.0
2014-05-08,440.0
2014-05-09,440.0
2014-05-10,452.0
2014-05-11,449.6
2014-05-12,434.5
2014-05-13,439.0
2014-05-14,437.3
2014-05-15,440.0
2014-05-16,442.0
2014-05-17,443.0
2014-05-18,438.0
2014-05-19,434.8
2014-05-20,440.0
2014-05-21,480.0
2014-05-22,476.5
2014-05-23,507.0
2014-05-24,500.0
2014-05-25,507.8
2014-05-26,569.0
2014-05-27,575.6
2014-05-28,570.0
2014-05-29,570.0
2014-05-30,590.0
2014-05-31,621.0
2014-06-01,638.0
2014-06-02,647.1
2014-06-03,673.1
2014-06-04,681.3
2014-06-05,651.8
2014-06-06,661.0
2014-06-07,646.8
2014-06-08,664.8
2014-06-09,663.9
2014-06-10,654.0
2014-06-11,657.3
2014-06-12,636.0
2014-06-13,586.9
2014-06-14,584.0
2014-06-15,565.0
2014-06-16,580.8
2014-06-17,578.8
2014-06-18,615.5
2014-06-19,608.0
2014-06-20,595.9
2014-06-21,597.3
2014-06-22,605.0
2014-06-23,609.7
2014-06-24,595.9
2014-06-25,585.0
2014-06-26,573.5
2014-06-27,582.7
2014-06-28,602.5
2014-06-29,603.0
2014-06-30,605.5
2014-07-01,650.0
2014-07-02,650.6
2014-07-03,649.5
2014-07-04,650.0
2014-07-05,635.0
2014-07-06,634.6
2014-07-07,630.5
2014-07-08,623.3
2014-07-09,620.7
2014-07-10,618.5
2014-07-11,610.0
2014-07-12,625.1
2014-07-13,626.0
2014-07-14,621.7
2014-07-15,621.3
2014-07-16,620.0
2014-07-17,622.0
2014-07-18,626.4
2014-07-19,627.2
2014-07-20,623.3
2014-07-21,621.0
2014-07-22,620.0
2014-07-23,612.0
2014-07-24,616.8
2014-07-25,600.9
2014-07-26,599.0
2014-07-27,594.3
2014-07-28,585.0
2014-07-29,580.0
2014-07-30,575.4
2014-07-31,554.0
2014-08-01,578.0
2014-08-02,593.3
2014-08-03,583.9
2014-08-04,583.1
2014-08-05,582.0
2014-08-06,575.3
2014-08-07,577.5
2014-08-08,582.9
2014-08-09,583.0
2014-08-10,581.9
2014-08-11,582.7
2014-08-12,570.0
2014-08-13,567.6
2014-08-14,549.0
2014-08-15,517.3
2014-08-16,502.7
2014-08-17,525.4
2014-08-18,504.2
2014-08-19,470.0
2014-08-20,492.1
2014-08-21,515.6
2014-08-22,518.4
2014-08-23,510.5
2014-08-24,500.7
2014-08-25,506.3
2014-08-26,507.0
2014-08-27,512.9
2014-08-28,512.0
2014-08-29,506.0
2014-08-30,506.9
2014-08-31,503.1
2014-09-01,487.4
2014-09-02,481.6
2014-09-03,478.5
2014-09-04,473.7
2014-09-05,487.1
2014-09-06,481.4
2014-09-07,481.1
2014-09-08,476.7
2014-09-09,471.0
2014-09-10,474.0
2014-09-11,479.6
2014-09-12,475.7
2014-09-13,471.2
2014-09-14,477.2
2014-09-15,476.5
2014-09-16,466.8
2014-09-17,465.7
2014-09-18,456.7
2014-09-19,426.8
2014-09-20,396.5
2014-09-21,409.3
2014-09-22,400.1
2014-09-23,398.9
2014-09-24,426.7
2014-09-25,420.6
2014-09-26,411.2
2014-09-27,400.4
2014-09-28,398.8
2014-09-29,376.8
2014-09-30,374.2
2014-10-01,387.0
2014-10-02,383.1
2014-10-03,371.5
2014-10-04,359.6
2014-10-05,327.6
2014-10-06,320.2
2014-10-07,330.5
2014-10-08,332.1
2014-10-09,349.1
2014-10-10,363.7
2014-10-11,358.9
2014-10-12,361.9
2014-10-13,367.1
2014-10-14,388.0
2014-10-15,392.7
2014-10-16,395.0
2014-10-17,380.7
2014-10-18,379.1
2014-10-19,386.3
2014-10-20,385.9
2014-10-21,380.7
2014-10-22,382.9
2014-10-23,379.7
2014-10-24,356.1
2014-10-25,356.8
2014-10-26,346.8
2014-10-27,351.1
2014-10-28,351.2
2014-10-29,352.2
2014-10-30,334.6
2014-10-31,344.9
2014-11-01,337.7
2014-11-02,327.0
2014-11-03,324.3
2014-11-04,323.6
2014-11-05,330.8
2014-11-06,337.8
2014-11-07,348.5
2014-11-08,342.0
2014-11-09,343.7
2014-11-10,360.0
2014-11-11,366.5
2014-11-12,375.0
2014-11-13,428.3
2014-11-14,410.0
2014-11-15,400.5
2014-11-16,380.6
2014-11-17,388.9
2014-11-18,388.6
2014-11-19,373.1
2014-11-20,380.5
2014-11-21,353.5
2014-11-22,350.9
2014-11-23,347.5
2014-11-24,365.3
2014-11-25,373.5
2014-11-26,377.0
2014-11-27,369.3
2014-11-28,369.9
2014-11-29,375.3
2014-11-30,374.7
2014-12-01,376.7
2014-12-02,377.4
2014-12-03,381.4
2014-12-04,375.8
2014-12-05,368.8
2014-12-06,378.0
2014-12-07,373.9
2014-12-08,375.2
2014-12-09,363.2
2014-12-10,354.0
2014-12-11,346.6
2014-12-12,350.4
2014-12-13,352.6
2014-12-14,350.6
2014-12-15,354.1
2014-12-16,348.1
2014-12-17,333.4
2014-12-18,318.6
2014-12-19,309.3
2014-12-20,315.8
2014-12-21,328.4
2014-12-22,318.2
2014-12-23,330.0
2014-12-24,333.6
2014-12-25,322.6
2014-12-26,319.2
2014-12-27,327.1
2014-12-28,317.3
2014-12-29,319.6
2014-12-30,314.4
2014-12-31,309.0
2015-01-01,317.5
2015-01-02,313.6
2015-01-03,314.8
2015-01-04,282.0
2015-01-05,261.0
2015-01-06,273.2
2015-01-07,286.1
2015-01-08,296.2
2015-01-09,285.4
2015-01-10,292.4
2015-01-11,274.8
2015-01-12,267.2
2015-01-13,267.3
2015-01-14,230.3
2015-01-15,181.1
2015-01-16,216.0
2015-01-17,207.2
2015-01-18,202.9
2015-01-19,211.2
2015-01-20,215.0
2015-01-21,219.0
2015-01-22,245.5
2015-01-23,230.0
2015-01-24,215.0
2015-01-25,248.0
2015-01-26,262.8
2015-01-27,274.7
2015-01-28,264.0
2015-01-29,235.9
2015-01-30,235.0
2015-01-31,229.0
2015-02-01,218.7
2015-02-02,228.4
2015-02-03,237.0
2015-02-04,228.8
2015-02-05,227.1
2015-02-06,216.8
2015-02-07,223.2
2015-02-08,229.2
2015-02-09,224.0
2015-02-10,221.1
2015-02-11,221.4
2015-02-12,220.0
2015-02-13,222.6
2015-02-14,236.1
2015-02-15,257.0
2015-02-16,235.9
2015-02-17,233.5
2015-02-18,244.0
2015-02-19,236.3
2015-02-20,240.0
2015-02-21,244.5
2015-02-22,245.5
2015-02-23,236.5
2015-02-24,239.4
2015-02-25,239.7
2015-02-26,238.0
2015-02-27,236.9
2015-02-28,255.1
2015-03-01,255.7
2015-03-02,262.4
2015-03-03,277.3
2015-03-04,283.8
2015-03-05,273.3
2015-03-06,277.7
2015-03-07,273.4
2015-03-08,277.0
2015-03-09,275.6
2015-03-10,291.0
2015-03-11,292.6
2015-03-12,296.7
2015-03-13,295.5
2015-03-14,283.2
2015-03-15,282.6
2015-03-16,286.9
2015-03-17,291.2
2015-03-18,285.1
2015-03-19,257.3
2015-03-20,262.0
2015-03-21,262.2
2015-03-22,260.5
2015-03-23,268.8
2015-03-24,267.2
2015-03-25,246.0
2015-03-26,246.3
2015-03-27,249.2
2015-03-28,246.5
2015-03-29,252.9
2015-03-30,242.7
2015-03-31,247.9
2015-04-01,244.5
2015-04-02,246.9
2015-04-03,253.2
2015-04-04,254.2
2015-04-05,253.6
2015-04-06,260.5
2015-04-07,255.6
2015-04-08,253.7
2015-04-09,244.9
2015-04-10,243.6
2015-04-11,236.1
2015-04-12,236.9
2015-04-13,236.4
2015-04-14,225.0
2015-04-15,220.2
2015-04-16,224.0
2015-04-17,228.5
2015-04-18,222.4
2015-04-19,223.1
2015-04-20,222.2
2015-04-21,224.2
2015-04-22,237.0
2015-04-23,234.1
2015-04-24,236.0
2015-04-25,231.4
2015-04-26,226.1
2015-04-27,219.7
2015-04-28,227.1
2015-04-29,225.3
2015-04-30,225.2
2015-05-01,236.1
2015-05-02,231.8
2015-05-03,234.8
2015-05-04,240.6
2015-05-05,238.5
2015-05-06,235.9
2015-05-07,229.3
2015-05-08,237.3
2015-05-09,244.5
2015-05-10,242.5
2015-05-11,240.7
2015-05-12,242.5
2015-05-13,241.9
2015-05-14,235.7
2015-05-15,236.7
2015-05-16,237.3
2015-05-17,235.7
2015-05-18,236.1
2015-05-19,232.8
2015-05-20,231.7
2015-05-21,234.2
2015-05-22,235.3
2015-05-23,241.0
2015-05-24,238.8
2015-05-25,241.0
2015-05-26,237.1
2015-05-27,237.4
2015-05-28,236.9
2015-05-29,236.9
2015-05-30,236.5
2015-05-31,232.5
2015-06-01,228.7
2015-06-02,222.0
2015-06-03,224.7
2015-06-04,225.1
2015-06-05,223.2
2015-06-06,224.5
2015-06-07,225.7
2015-06-08,223.3
2015-06-09,228.8
2015-06-10,229.1
2015-06-11,228.6
2015-06-12,230.0
2015-06-13,229.4
2015-06-14,232.9
2015-06-15,233.5
2015-06-16,237.0
2015-06-17,252.1
2015-06-18,248.9
2015-06-19,249.5
2015-06-20,244.6
2015-06-21,245.4
2015-06-22,244.3
2015-06-23,246.7
2015-06-24,244.3
2015-06-25,239.8
2015-06-26,242.1
2015-06-27,243.3
2015-06-28,251.6
2015-06-29,248.7
2015-06-30,256.7
2015-07-01,262.9
2015-07-02,258.1
2015-07-03,254.5
2015-07-04,256.1
2015-07-05,260.6
2015-07-06,270.1
2015-07-07,268.8
2015-07-08,269.5
2015-07-09,270.0
2015-07-10,269.2
2015-07-11,269.2
2015-07-12,300.6
2015-07-13,311.1
2015-07-14,292.6
2015-07-15,286.9
2015-07-16,285.4
2015-07-17,278.9
2015-07-18,279.9
2015-07-19,277.3
2015-07-20,275.0
2015-07-21,280.2
2015-07-22,275.8
2015-07-23,278.0
2015-07-24,276.5
2015-07-25,288.6
